state,exposure_category,year,quarter,period,period_index,date,hiv_notifications,prep_dispensing_count,post_pbs_listing,post_epic_nsw,covid_period,is_msm,msm_x_post_pbs,population_share,msm_population_weight,baseline_testing_rate_per_100k,seifa_irsad_index
VIC,Heterosexual,2019,4,2019Q4,27,2019-10-01,18,9727,1,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2020,1,2020Q1,28,2020-01-01,15,10638,1,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2020,2,2020Q2,29,2020-04-01,10,11245,1,0,1,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2020,3,2020Q3,30,2020-07-01,11,9595,1,0,1,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2020,4,2020Q4,31,2020-10-01,19,8310,1,0,1,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2021,1,2021Q1,32,2021-01-01,13,7814,1,0,1,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2021,2,2021Q2,33,2021-04-01,21,8271,1,0,1,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2021,3,2021Q3,34,2021-07-01,10,9840,1,0,1,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2021,4,2021Q4,35,2021-10-01,12,12084,1,0,1,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2022,1,2022Q1,36,2022-01-01,18,12055,1,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2022,2,2022Q2,37,2022-04-01,12,12088,1,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2022,3,2022Q3,38,2022-07-01,17,11987,1,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2022,4,2022Q4,39,2022-10-01,13,12319,1,0,0,0,0,0.26,0.27,400,1010
VIC,MSM,2013,1,2013Q1,0,2013-01-01,49,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2013,2,2013Q2,1,2013-04-01,45,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2013,3,2013Q3,2,2013-07-01,60,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2013,4,2013Q4,3,2013-10-01,40,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2014,1,2014Q1,4,2014-01-01,44,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2014,2,2014Q2,5,2014-04-01,39,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2014,3,2014Q3,6,2014-07-01,43,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2014,4,2014Q4,7,2014-10-01,41,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2015,1,2015Q1,8,2015-01-01,51,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2015,2,2015Q2,9,2015-04-01,41,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2015,3,2015Q3,10,2015-07-01,39,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2015,4,2015Q4,11,2015-10-01,45,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2016,1,2016Q1,12,2016-01-01,45,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2016,2,2016Q2,13,2016-04-01,40,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2016,3,2016Q3,14,2016-07-01,33,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2016,4,2016Q4,15,2016-10-01,41,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2017,1,2017Q1,16,2017-01-01,35,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2017,2,2017Q2,17,2017-04-01,47,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2017,3,2017Q3,18,2017-07-01,37,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2017,4,2017Q4,19,2017-10-01,37,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2018,1,2018Q1,20,2018-01-01,46,0,0,0,0,1,0,0.26,0.27,400,1010
VIC,MSM,2018,2,2018Q2,21,2018-04-01,40,2240,1,0,0,1,1,0.26,0.27,400,1010
VIC,MSM,2018,3,2018Q3,22,2018-07-01,41,3278,1,0,0,1,1,0.26,0.27,400,1010
VIC,MSM,2018,4,2018Q4,23,2018-10-01,47,4613,1,0,0,1,1,0.26,0.27,400,1010
VIC,MSM,2019,1,2019Q1,24,2019-01-01,54,6088,1,0,0,1,1,0.26,0.27,400,1010
VIC,MSM,2019,2,2019Q2,25,2019-04-01,49,7485,1,0,0,1,1,0.26,0.27,400,1010
VIC,MSM,2019,3,2019Q3,26,2019-07-01,34,8995,1,0,0,1,1,0.26,0.27,400,1010
VIC,MSM,2019,4,2019Q4,27,2019-10-01,30,9727,1,0,0,1,1,0.26,0.27,400,1010
VIC,MSM,2020,1,2020Q1,28,2020-01-01,35,10638,1,0,0,1,1,0.26,0.27,400,1010
VIC,MSM,2020,2,2020Q2,29,2020-04-01,38,11245,1,0,1,1,1,0.26,0.27,400,1010
VIC,MSM,2020,3,2020Q3,30,2020-07-01,46,9595,1,0,1,1,1,0.26,0.27,400,1010
VIC,MSM,2020,4,2020Q4,31,2020-10-01,40,8310,1,0,1,1,1,0.26,0.27,400,1010
VIC,MSM,2021,1,2021Q1,32,2021-01-01,35,7814,1,0,1,1,1,0.26,0.27,400,1010
VIC,MSM,2021,2,2021Q2,33,2021-04-01,43,8271,1,0,1,1,1,0.26,0.27,400,1010
VIC,MSM,2021,3,2021Q3,34,2021-07-01,33,9840,1,0,1,1,1,0.26,0.27,400,1010
VIC,MSM,2021,4,2021Q4,35,2021-10-01,28,12084,1,0,1,1,1,0.26,0.27,400,1010
VIC,MSM,2022,1,2022Q1,36,2022-01-01,21,12055,1,0,0,1,1,0.26,0.27,400,1010
VIC,MSM,2022,2,2022Q2,37,2022-04-01,39,12088,1,0,0,1,1,0.26,0.27,400,1010
VIC,MSM,2022,3,2022Q3,38,2022-07-01,39,11987,1,0,0,1,1,0.26,0.27,400,1010
VIC,MSM,2022,4,2022Q4,39,2022-10-01,28,12319,1,0,0,1,1,0.26,0.27,400,1010
VIC,Other,2013,1,2013Q1,0,2013-01-01,12,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2013,2,2013Q2,1,2013-04-01,8,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2013,3,2013Q3,2,2013-07-01,4,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2013,4,2013Q4,3,2013-10-01,5,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2014,1,2014Q1,4,2014-01-01,7,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2014,2,2014Q2,5,2014-04-01,7,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2014,3,2014Q3,6,2014-07-01,10,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2014,4,2014Q4,7,2014-10-01,7,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2015,1,2015Q1,8,2015-01-01,7,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2015,2,2015Q2,9,2015-04-01,3,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2015,3,2015Q3,10,2015-07-01,5,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2015,4,2015Q4,11,2015-10-01,6,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2016,1,2016Q1,12,2016-01-01,8,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2016,2,2016Q2,13,2016-04-01,3,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2016,3,2016Q3,14,2016-07-01,7,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2016,4,2016Q4,15,2016-10-01,9,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2017,1,2017Q1,16,2017-01-01,3,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2017,2,2017Q2,17,2017-04-01,8,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2017,3,2017Q3,18,2017-07-01,5,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2017,4,2017Q4,19,2017-10-01,8,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2018,1,2018Q1,20,2018-01-01,5,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2018,2,2018Q2,21,2018-04-01,3,2240,1,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2018,3,2018Q3,22,2018-07-01,4,3278,1,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2018,4,2018Q4,23,2018-10-01,6,4613,1,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2019,1,2019Q1,24,2019-01-01,8,6088,1,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2019,2,2019Q2,25,2019-04-01,8,7485,1,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2019,3,2019Q3,26,2019-07-01,6,8995,1,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2019,4,2019Q4,27,2019-10-01,6,9727,1,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2020,1,2020Q1,28,2020-01-01,9,10638,1,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2020,2,2020Q2,29,2020-04-01,3,11245,1,0,1,0,0,0.26,0.27,400,1010
VIC,Other,2020,3,2020Q3,30,2020-07-01,9,9595,1,0,1,0,0,0.26,0.27,400,1010
VIC,Other,2020,4,2020Q4,31,2020-10-01,5,8310,1,0,1,0,0,0.26,0.27,400,1010
VIC,Other,2021,1,2021Q1,32,2021-01-01,3,7814,1,0,1,0,0,0.26,0.27,400,1010
VIC,Other,2021,2,2021Q2,33,2021-04-01,4,8271,1,0,1,0,0,0.26,0.27,400,1010
VIC,Other,2021,3,2021Q3,34,2021-07-01,6,9840,1,0,1,0,0,0.26,0.27,400,1010
VIC,Other,2021,4,2021Q4,35,2021-10-01,10,12084,1,0,1,0,0,0.26,0.27,400,1010
VIC,Other,2022,1,2022Q1,36,2022-01-01,8,12055,1,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2022,2,2022Q2,37,2022-04-01,5,12088,1,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2022,3,2022Q3,38,2022-07-01,7,11987,1,0,0,0,0,0.26,0.27,400,1010
VIC,Other,2022,4,2022Q4,39,2022-10-01,4,12319,1,0,0,0,0,0.26,0.27,400,1010
WA,Heterosexual,2013,1,2013Q1,0,2013-01-01,4,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2013,2,2013Q2,1,2013-04-01,7,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2013,3,2013Q3,2,2013-07-01,5,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2013,4,2013Q4,3,2013-10-01,6,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2014,1,2014Q1,4,2014-01-01,4,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2014,2,2014Q2,5,2014-04-01,8,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2014,3,2014Q3,6,2014-07-01,6,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2014,4,2014Q4,7,2014-10-01,5,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2015,1,2015Q1,8,2015-01-01,7,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2015,2,2015Q2,9,2015-04-01,4,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2015,3,2015Q3,10,2015-07-01,9,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2015,4,2015Q4,11,2015-10-01,5,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2016,1,2016Q1,12,2016-01-01,3,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2016,2,2016Q2,13,2016-04-01,2,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2016,3,2016Q3,14,2016-07-01,4,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2016,4,2016Q4,15,2016-10-01,2,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2017,1,2017Q1,16,2017-01-01,11,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2017,2,2017Q2,17,2017-04-01,7,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2017,3,2017Q3,18,2017-07-01,6,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2017,4,2017Q4,19,2017-10-01,2,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2018,1,2018Q1,20,2018-01-01,5,0,0,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2018,2,2018Q2,21,2018-04-01,6,737,1,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2018,3,2018Q3,22,2018-07-01,5,1073,1,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2018,4,2018Q4,23,2018-10-01,8,1522,1,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2019,1,2019Q1,24,2019-01-01,5,2073,1,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2019,2,2019Q2,25,2019-04-01,4,2459,1,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2019,3,2019Q3,26,2019-07-01,5,2882,1,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2019,4,2019Q4,27,2019-10-01,4,3273,1,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2020,1,2020Q1,28,2020-01-01,6,3608,1,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2020,2,2020Q2,29,2020-04-01,6,3654,1,0,1,0,0,0.1,0.09,300,995
WA,Heterosexual,2020,3,2020Q3,30,2020-07-01,4,3519,1,0,1,0,0,0.1,0.09,300,995
WA,Heterosexual,2020,4,2020Q4,31,2020-10-01,7,3430,1,0,1,0,0,0.1,0.09,300,995
WA,Heterosexual,2021,1,2021Q1,32,2021-01-01,4,3443,1,0,1,0,0,0.1,0.09,300,995
WA,Heterosexual,2021,2,2021Q2,33,2021-04-01,4,3453,1,0,1,0,0,0.1,0.09,300,995
WA,Heterosexual,2021,3,2021Q3,34,2021-07-01,8,3683,1,0,1,0,0,0.1,0.09,300,995
WA,Heterosexual,2021,4,2021Q4,35,2021-10-01,6,3986,1,0,1,0,0,0.1,0.09,300,995
WA,Heterosexual,2022,1,2022Q1,36,2022-01-01,2,3970,1,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2022,2,2022Q2,37,2022-04-01,9,4032,1,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2022,3,2022Q3,38,2022-07-01,5,4138,1,0,0,0,0,0.1,0.09,300,995
WA,Heterosexual,2022,4,2022Q4,39,2022-10-01,3,4139,1,0,0,0,0,0.1,0.09,300,995
WA,MSM,2013,1,2013Q1,0,2013-01-01,13,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2013,2,2013Q2,1,2013-04-01,18,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2013,3,2013Q3,2,2013-07-01,8,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2013,4,2013Q4,3,2013-10-01,17,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2014,1,2014Q1,4,2014-01-01,20,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2014,2,2014Q2,5,2014-04-01,17,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2014,3,2014Q3,6,2014-07-01,15,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2014,4,2014Q4,7,2014-10-01,22,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2015,1,2015Q1,8,2015-01-01,11,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2015,2,2015Q2,9,2015-04-01,17,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2015,3,2015Q3,10,2015-07-01,15,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2015,4,2015Q4,11,2015-10-01,15,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2016,1,2016Q1,12,2016-01-01,12,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2016,2,2016Q2,13,2016-04-01,13,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2016,3,2016Q3,14,2016-07-01,17,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2016,4,2016Q4,15,2016-10-01,18,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2017,1,2017Q1,16,2017-01-01,18,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2017,2,2017Q2,17,2017-04-01,15,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2017,3,2017Q3,18,2017-07-01,12,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2017,4,2017Q4,19,2017-10-01,11,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2018,1,2018Q1,20,2018-01-01,14,0,0,0,0,1,0,0.1,0.09,300,995
WA,MSM,2018,2,2018Q2,21,2018-04-01,23,737,1,0,0,1,1,0.1,0.09,300,995
WA,MSM,2018,3,2018Q3,22,2018-07-01,15,1073,1,0,0,1,1,0.1,0.09,300,995
WA,MSM,2018,4,2018Q4,23,2018-10-01,18,1522,1,0,0,1,1,0.1,0.09,300,995
WA,MSM,2019,1,2019Q1,24,2019-01-01,15,2073,1,0,0,1,1,0.1,0.09,300,995
WA,MSM,2019,2,2019Q2,25,2019-04-01,14,2459,1,0,0,1,1,0.1,0.09,300,995
WA,MSM,2019,3,2019Q3,26,2019-07-01,15,2882,1,0,0,1,1,0.1,0.09,300,995
WA,MSM,2019,4,2019Q4,27,2019-10-01,12,3273,1,0,0,1,1,0.1,0.09,300,995
WA,MSM,2020,1,2020Q1,28,2020-01-01,14,3608,1,0,0,1,1,0.1,0.09,300,995
WA,MSM,2020,2,2020Q2,29,2020-04-01,8,3654,1,0,1,1,1,0.1,0.09,300,995
WA,MSM,2020,3,2020Q3,30,2020-07-01,14,3519,1,0,1,1,1,0.1,0.09,300,995
WA,MSM,2020,4,2020Q4,31,2020-10-01,16,3430,1,0,1,1,1,0.1,0.09,300,995
WA,MSM,2021,1,2021Q1,32,2021-01-01,16,3443,1,0,1,1,1,0.1,0.09,300,995
WA,MSM,2021,2,2021Q2,33,2021-04-01,8,3453,1,0,1,1,1,0.1,0.09,300,995
WA,MSM,2021,3,2021Q3,34,2021-07-01,5,3683,1,0,1,1,1,0.1,0.09,300,995
WA,MSM,2021,4,2021Q4,35,2021-10-01,11,3986,1,0,1,1,1,0.1,0.09,300,995
WA,MSM,2022,1,2022Q1,36,2022-01-01,6,3970,1,0,0,1,1,0.1,0.09,300,995
WA,MSM,2022,2,2022Q2,37,2022-04-01,6,4032,1,0,0,1,1,0.1,0.09,300,995
WA,MSM,2022,3,2022Q3,38,2022-07-01,5,4138,1,0,0,1,1,0.1,0.09,300,995
WA,MSM,2022,4,2022Q4,39,2022-10-01,8,4139,1,0,0,1,1,0.1,0.09,300,995
WA,Other,2013,1,2013Q1,0,2013-01-01,3,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2013,2,2013Q2,1,2013-04-01,4,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2013,3,2013Q3,2,2013-07-01,0,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2013,4,2013Q4,3,2013-10-01,1,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2014,1,2014Q1,4,2014-01-01,0,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2014,2,2014Q2,5,2014-04-01,5,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2014,3,2014Q3,6,2014-07-01,2,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2014,4,2014Q4,7,2014-10-01,3,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2015,1,2015Q1,8,2015-01-01,1,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2015,2,2015Q2,9,2015-04-01,2,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2015,3,2015Q3,10,2015-07-01,3,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2015,4,2015Q4,11,2015-10-01,0,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2016,1,2016Q1,12,2016-01-01,1,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2016,2,2016Q2,13,2016-04-01,2,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2016,3,2016Q3,14,2016-07-01,2,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2016,4,2016Q4,15,2016-10-01,3,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2017,1,2017Q1,16,2017-01-01,4,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2017,2,2017Q2,17,2017-04-01,0,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2017,3,2017Q3,18,2017-07-01,1,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2017,4,2017Q4,19,2017-10-01,3,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2018,1,2018Q1,20,2018-01-01,2,0,0,0,0,0,0,0.1,0.09,300,995
WA,Other,2018,2,2018Q2,21,2018-04-01,0,737,1,0,0,0,0,0.1,0.09,300,995
WA,Other,2018,3,2018Q3,22,2018-07-01,0,1073,1,0,0,0,0,0.1,0.09,300,995
WA,Other,2018,4,2018Q4,23,2018-10-01,3,1522,1,0,0,0,0,0.1,0.09,300,995
WA,Other,2019,1,2019Q1,24,2019-01-01,4,2073,1,0,0,0,0,0.1,0.09,300,995
WA,Other,2019,2,2019Q2,25,2019-04-01,1,2459,1,0,0,0,0,0.1,0.09,300,995
WA,Other,2019,3,2019Q3,26,2019-07-01,4,2882,1,0,0,0,0,0.1,0.09,300,995
WA,Other,2019,4,2019Q4,27,2019-10-01,2,3273,1,0,0,0,0,0.1,0.09,300,995
WA,Other,2020,1,2020Q1,28,2020-01-01,2,3608,1,0,0,0,0,0.1,0.09,300,995
WA,Other,2020,2,2020Q2,29,2020-04-01,1,3654,1,0,1,0,0,0.1,0.09,300,995
WA,Other,2020,3,2020Q3,30,2020-07-01,2,3519,1,0,1,0,0,0.1,0.09,300,995
WA,Other,2020,4,2020Q4,31,2020-10-01,1,3430,1,0,1,0,0,0.1,0.09,300,995
WA,Other,2021,1,2021Q1,32,2021-01-01,2,3443,1,0,1,0,0,0.1,0.09,300,995
WA,Other,2021,2,2021Q2,33,2021-04-01,0,3453,1,0,1,0,0,0.1,0.09,300,995
WA,Other,2021,3,2021Q3,34,2021-07-01,0,3683,1,0,1,0,0,0.1,0.09,300,995
WA,Other,2021,4,2021Q4,35,2021-10-01,2,3986,1,0,1,0,0,0.1,0.09,300,995
WA,Other,2022,1,2022Q1,36,2022-01-01,1,3970,1,0,0,0,0,0.1,0.09,300,995
WA,Other,2022,2,2022Q2,37,2022-04-01,3,4032,1,0,0,0,0,0.1,0.09,300,995
WA,Other,2022,3,2022Q3,38,2022-07-01,3,4138,1,0,0,0,0,0.1,0.09,300,995
WA,Other,2022,4,2022Q4,39,2022-10-01,1,4139,1,0,0,0,0,0.1,0.09,300,995
